gene_id,cluster,species,resistant_phenotype,product
fig|562.135593.peg.5190,2,Escherichia coli,Resistant,Chloramphenicol O-acetyltransferase (EC 2.3.1.28) => CatA1/CatA4 family
fig|562.135593.peg.5191,0,Escherichia coli,Resistant,Phosphomannomutase (EC 5.4.2.8)
fig|562.135593.peg.523,2,Escherichia coli,Resistant,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
fig|562.135593.peg.524,0,Escherichia coli,Resistant,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
fig|562.135593.peg.5250,2,Escherichia coli,Resistant,core protein
fig|562.135593.peg.5253,2,Escherichia coli,Resistant,Protein RhsB
fig|562.135593.peg.5254,2,Escherichia coli,Resistant,core protein
fig|562.135593.peg.540,1,Escherichia coli,Resistant,"Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA"
fig|562.135593.peg.541,1,Escherichia coli,Resistant,"Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB (RND type)"
fig|562.135593.peg.542,1,Escherichia coli,Resistant,"Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtC (RND type)"
fig|562.135593.peg.543,3,Escherichia coli,Resistant,Uncharacterized transporter MdtD of major facilitator superfamily (MFS)
fig|562.135593.peg.544,0,Escherichia coli,Resistant,Sensory histidine kinase BaeS
fig|562.135593.peg.545,0,Escherichia coli,Resistant,Response regulator BaeR
fig|562.135593.peg.548,0,Escherichia coli,Resistant,Uncharacterized protease YegQ
fig|562.135593.peg.58,0,Escherichia coli,Resistant,Protein MtfA
fig|562.135593.peg.596,1,Escherichia coli,Resistant,Periplasmic beta-glucosidase (EC 3.2.1.21)
fig|562.135593.peg.611,0,Escherichia coli,Resistant,NAD-dependent dihydropyrimidine dehydrogenase subunit PreA (EC 1.3.1.1)
fig|562.135593.peg.614,0,Escherichia coli,Resistant,"Galactose/methyl galactoside ABC transporter, ATP-binding protein MglA (EC 3.6.3.17)"
fig|562.135593.peg.64,2,Escherichia coli,Resistant,5-hydroxyisourate hydrolase (EC 3.5.2.17)
fig|562.135593.peg.678,0,Escherichia coli,Resistant,"ABC-type siderophore export system, fused ATPase and permease components"
fig|562.135593.peg.685,0,Escherichia coli,Resistant,DNA-binding capsular synthesis response regulator RcsB
fig|562.135593.peg.698,2,Escherichia coli,Resistant,DNA gyrase subunit A (EC 5.99.1.3)
fig|562.135593.peg.707,3,Escherichia coli,Resistant,Glycerol-3-phosphate transporter
fig|562.135593.peg.726,0,Escherichia coli,Resistant,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53)
fig|562.135593.peg.727,0,Escherichia coli,Resistant,UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) / UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (EC 1.1.1.305)
fig|562.135593.peg.729,3,Escherichia coli,Resistant,Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.43) @ Polymyxin resistance protein PmrK
fig|562.135593.peg.756,2,Escherichia coli,Resistant,NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)
fig|562.135593.peg.804,2,Escherichia coli,Resistant,Chorismate synthase (EC 4.2.3.5)
fig|562.135593.peg.821,1,Escherichia coli,Resistant,Outer-membrane-phospholipid-binding lipoprotein MlaA
fig|562.135593.peg.85,3,Escherichia coli,Resistant,Flagellar biosynthesis protein FliQ
fig|562.135593.peg.86,3,Escherichia coli,Resistant,Flagellar biosynthesis protein FliP
fig|562.135593.peg.870,1,Escherichia coli,Resistant,Threonine-rich inner membrane protein GfcA
fig|562.135593.peg.871,2,Escherichia coli,Resistant,Uncharacterized lipoprotein YmcC precursor
fig|562.135593.peg.872,2,Escherichia coli,Resistant,Uncharacterized protein GfcC
fig|562.135593.peg.873,2,Escherichia coli,Resistant,Uncharacterized lipoprotein GfcD
fig|562.135593.peg.874,1,Escherichia coli,Resistant,Putative polysaccharide export protein YccZ precursor
fig|562.135593.peg.875,0,Escherichia coli,Resistant,Low molecular weight protein-tyrosine-phosphatase (EC 3.1.3.48) => Etp
fig|562.135593.peg.876,1,Escherichia coli,Resistant,Tyrosine-protein kinase (EC 2.7.10.2)
fig|562.135593.peg.89,0,Escherichia coli,Resistant,Flagellar motor switch protein FliM
fig|562.135593.peg.900,1,Escherichia coli,Resistant,Outer membrane protein A precursor
fig|562.135593.peg.901,2,Escherichia coli,Resistant,Putative dehydrogenase
fig|562.135593.peg.912,0,Escherichia coli,Resistant,Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)
fig|562.135593.peg.930,1,Escherichia coli,Resistant,Outer membrane porin OmpF
fig|562.135593.peg.945,0,Escherichia coli,Resistant,Lipid A export permease/ATP-binding protein MsbA
fig|562.135593.peg.95,0,Escherichia coli,Resistant,Flagellar motor switch protein FliG
fig|562.135593.peg.951,0,Escherichia coli,Resistant,3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)
fig|562.135593.peg.955,3,Escherichia coli,Resistant,Formate efflux transporter FocA
fig|562.135593.peg.956,2,Escherichia coli,Resistant,Pyruvate formate-lyase (EC 2.3.1.54)
fig|562.135593.peg.957,0,Escherichia coli,Resistant,Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)
fig|562.135594.peg.1000,1,Escherichia coli,Resistant,CFA/I fimbrial auxiliary subunit
fig|562.135594.peg.1001,2,Escherichia coli,Resistant,CFA/I fimbrial major subunit
fig|562.135594.peg.1002,2,Escherichia coli,Resistant,Transcriptional regulator EcpR
fig|562.135594.peg.1076,0,Escherichia coli,Resistant,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)
fig|562.135594.peg.110,1,Escherichia coli,Resistant,Putative outer membrane protein
fig|562.135594.peg.1110,0,Escherichia coli,Resistant,"ABC-type siderophore export system, fused ATPase and permease components"
fig|562.135594.peg.1117,0,Escherichia coli,Resistant,DNA-binding capsular synthesis response regulator RcsB
fig|562.135594.peg.112,2,Escherichia coli,Resistant,Putative ankyrin repeat protein B
fig|562.135594.peg.1130,2,Escherichia coli,Resistant,DNA gyrase subunit A (EC 5.99.1.3)
fig|562.135594.peg.1140,3,Escherichia coli,Resistant,Glycerol-3-phosphate transporter
fig|562.135594.peg.1156,0,Escherichia coli,Resistant,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53)
fig|562.135594.peg.1157,0,Escherichia coli,Resistant,UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) / UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (EC 1.1.1.305)
fig|562.135594.peg.1159,3,Escherichia coli,Resistant,Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.43) @ Polymyxin resistance protein PmrK
fig|562.135594.peg.1182,2,Escherichia coli,Resistant,NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)
fig|562.135594.peg.1199,3,Escherichia coli,Resistant,Lysine/cadaverine antiporter membrane protein CadB
fig|562.135594.peg.1203,2,Escherichia coli,Resistant,Toxin GhoT
fig|562.135594.peg.1216,0,Escherichia coli,Resistant,Transcriptional regulator of catabolic arginine decarboxylase (adiA)
fig|562.135594.peg.1218,1,Escherichia coli,Resistant,Lipid A phosphoethanolamine transferase EptA/PmrC (EC 2.7.8.43)
fig|562.135594.peg.1219,0,Escherichia coli,Resistant,Two-component transcriptional regulatory protein BasR/PmrA (activated by BasS/PmrB)
fig|562.135594.peg.1220,0,Escherichia coli,Resistant,Sensor protein BasS/PmrB (activates BasR/PmrA)
fig|562.135594.peg.123,1,Escherichia coli,Resistant,Probable endopeptidase NlpC
fig|562.135594.peg.124,2,Escherichia coli,Resistant,Putative anti-FlhC(2)FlhD(4) factor YdiV
fig|562.135594.peg.1245,1,Escherichia coli,Resistant,Inner membrane component MdtN of tripartite multidrug resistance system
fig|562.135594.peg.1246,2,Escherichia coli,Resistant,Membrane fusion component MdtO of tripartite multidrug resistance system
fig|562.135594.peg.1247,1,Escherichia coli,Resistant,Multidrug resistance outer membrane protein MdtP
fig|562.135594.peg.1263,2,Escherichia coli,Resistant,Uncharacterized protein YjcF
fig|562.135594.peg.1268,0,Escherichia coli,Resistant,Redox-sensitive transcriptional activator SoxR
fig|562.135594.peg.1269,0,Escherichia coli,Resistant,DNA-binding transcriptional dual regulator SoxS
fig|562.135594.peg.1293,2,Escherichia coli,Resistant,YjbI protein
fig|562.135594.peg.1348,0,Escherichia coli,Resistant,RNA polymerase sigma factor RpoS
fig|562.135594.peg.138,0,Escherichia coli,Resistant,3-dehydroquinate dehydratase I (EC 4.2.1.10)
fig|562.135594.peg.1401,2,Escherichia coli,Resistant,Alanyl-tRNA synthetase (EC 6.1.1.7)
fig|562.135594.peg.1403,2,Escherichia coli,Resistant,Carbon storage regulator
fig|562.135594.peg.1407,2,Escherichia coli,Resistant,S-ribosylhomocysteine lyase (EC 4.4.1.21) @ Autoinducer-2 production protein LuxS
fig|562.135594.peg.1408,3,Escherichia coli,Resistant,"Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)"
fig|562.135594.peg.1409,1,Escherichia coli,Resistant,"Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA"
fig|562.135594.peg.1410,0,Escherichia coli,Resistant,Multidrug resistance regulator EmrR (MprA)
fig|562.135594.peg.1429,2,Escherichia coli,Resistant,UPF0057 membrane protein YqaE
fig|562.135594.peg.143,3,Escherichia coli,Resistant,UPF0118 inner membrane protein YdiK
fig|562.135594.peg.1455,3,Escherichia coli,Resistant,Flagellar biosynthesis protein FliQ
fig|562.135594.peg.1456,3,Escherichia coli,Resistant,Flagellar biosynthesis protein FliP
fig|562.135594.peg.1459,0,Escherichia coli,Resistant,Flagellar motor switch protein FliM
fig|562.135594.peg.1465,0,Escherichia coli,Resistant,Flagellar motor switch protein FliG
fig|562.135594.peg.1469,3,Escherichia coli,Resistant,"Small multidrug resistance (SMR) efflux transporter => EmrE, broad substrate specificity"
fig|562.135594.peg.1481,1,Escherichia coli,Resistant,Flagellin FliC
fig|562.135594.peg.1488,0,Escherichia coli,Resistant,N-(3-oxohexanoyl)-L-homoserine lactone-binding transcriptional activator @ N-(3-oxooctanoyl)-L-homoserine lactone-binding transcriptional activator
fig|562.135594.peg.1491,0,Escherichia coli,Resistant,BarA-associated response regulator UvrY (= GacA = SirA)
fig|562.135594.peg.1513,2,Escherichia coli,Resistant,Flagellar motor rotation protein MotA
fig|562.135594.peg.1516,0,Escherichia coli,Resistant,Positive regulator of CheA protein activity (CheW)
fig|562.135594.peg.1520,0,Escherichia coli,Resistant,Chemotaxis response regulator protein-glutamate methylesterase CheB (EC 3.1.1.61)
fig|562.135594.peg.1521,0,Escherichia coli,Resistant,Chemotaxis regulator - transmits chemoreceptor signals to flagellar motor components CheY
fig|562.135594.peg.1543,0,Escherichia coli,Resistant,Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)
fig|562.135594.peg.1544,3,Escherichia coli,Resistant,"Zinc ABC transporter, permease protein ZnuB"
fig|562.135594.peg.1545,0,Escherichia coli,Resistant,"Zinc ABC transporter, ATP-binding protein ZnuC"
fig|562.135594.peg.1548,2,Escherichia coli,Resistant,Lipid A biosynthesis myristoyltransferase (EC 2.3.1.243)
fig|562.135594.peg.158,2,Escherichia coli,Resistant,Uncharacterized ferredoxin-like protein YdhY
fig|562.135594.peg.1610,3,Escherichia coli,Resistant,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum"
fig|562.135594.peg.1619,0,Escherichia coli,Resistant,Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)
fig|562.135594.peg.1669,0,Escherichia coli,Resistant,Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)
fig|562.135594.peg.1679,0,Escherichia coli,Resistant,VgrG protein
fig|562.135594.peg.1682,1,Escherichia coli,Resistant,"Copper/silver efflux RND transporter, outer membrane protein CusC"
fig|562.135594.peg.1688,0,Escherichia coli,Resistant,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
fig|562.135594.peg.1694,0,Escherichia coli,Resistant,4'-phosphopantetheinyl transferase (EC 2.7.8.-) [enterobactin] siderophore
fig|562.135594.peg.1695,1,Escherichia coli,Resistant,"TonB-dependent receptor; Outer membrane receptor for ferric enterobactin and colicins B, D"
fig|562.135594.peg.1697,2,Escherichia coli,Resistant,Enterobactin esterase
fig|562.135594.peg.1700,2,Escherichia coli,Resistant,Ferric enterobactin uptake protein FepE
fig|562.135594.peg.1701,0,Escherichia coli,Resistant,Ferric enterobactin transport ATP-binding protein FepC (TC 3.A.1.14.2)
fig|562.135594.peg.1702,3,Escherichia coli,Resistant,Ferric enterobactin transport system permease protein FepG (TC 3.A.1.14.2)
fig|562.135594.peg.1703,3,Escherichia coli,Resistant,Ferric enterobactin transport system permease protein FepD (TC 3.A.1.14.2)
fig|562.135594.peg.1704,3,Escherichia coli,Resistant,Enterobactin exporter EntS
fig|562.135594.peg.1705,1,Escherichia coli,Resistant,Ferric enterobactin-binding periplasmic protein FepB (TC 3.A.1.14.2)
fig|562.135594.peg.1706,0,Escherichia coli,Resistant,Isochorismate synthase (EC 5.4.4.2) @ Isochorismate synthase (EC 5.4.4.2) [enterobactin] siderophore @ Isochorismate synthase (EC 5.4.4.2) of siderophore biosynthesis
fig|562.135594.peg.1707,0,Escherichia coli,Resistant,"2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) [enterobactin] siderophore @ 2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) of siderophore biosynthesis"
fig|562.135594.peg.1708,0,Escherichia coli,Resistant,Isochorismatase (EC 3.3.2.1) [enterobactin] siderophore / Apo-aryl carrier domain of EntB @ Isochorismatase (EC 3.3.2.1) of siderophore biosynthesis
fig|562.135594.peg.1709,0,Escherichia coli,Resistant,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) [enterobactin] siderophore @ 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) of siderophore biosynthesis"
fig|562.135594.peg.1711,2,Escherichia coli,Resistant,Carbon starvation protein A
fig|562.135594.peg.1731,0,Escherichia coli,Resistant,[Citrate [pro-3S]-lyase] ligase (EC 6.2.1.22)
fig|562.135594.peg.1733,0,Escherichia coli,Resistant,Tricarboxylate transport transcriptional regulator TctD => Citrate response regulator CitB
fig|562.135594.peg.1737,0,Escherichia coli,Resistant,Cold shock protein of CSP family => CspE (naming convention as in E.coli)
fig|562.135594.peg.175,2,Escherichia coli,Resistant,Superoxide dismutase [Fe] (EC 1.15.1.1)
fig|562.135594.peg.177,0,Escherichia coli,Resistant,Monothiol glutaredoxin GrxD
fig|562.135594.peg.1810,0,Escherichia coli,Resistant,"Galactose/methyl galactoside ABC transporter, ATP-binding protein MglA (EC 3.6.3.17)"
fig|562.135594.peg.1812,0,Escherichia coli,Resistant,NAD-dependent dihydropyrimidine dehydrogenase subunit PreA (EC 1.3.1.1)
fig|562.135594.peg.1827,1,Escherichia coli,Resistant,Periplasmic beta-glucosidase (EC 3.2.1.21)
fig|562.135594.peg.1863,2,Escherichia coli,Resistant,Tagatose-6-phosphate kinase GatZ (EC 2.7.1.144)
fig|562.135594.peg.1864,2,Escherichia coli,Resistant,Tagatose-6-phosphate kinase GatZ (EC 2.7.1.144)
fig|562.135594.peg.1866,0,Escherichia coli,Resistant,"PTS system, galactitol-specific IIB component (EC 2.7.1.200)"
fig|562.135594.peg.1867,2,Escherichia coli,Resistant,"PTS system, galactitol-specific IIC component"
fig|562.135594.peg.1884,3,Escherichia coli,Resistant,Hexose phosphate transport protein UhpT
fig|562.135594.peg.1893,3,Escherichia coli,Resistant,Multidrug efflux pump EmrD (of MFS type)
fig|562.135594.peg.190,0,Escherichia coli,Resistant,Transcriptional regulator SlyA
fig|562.135594.peg.1905,0,Escherichia coli,Resistant,16 kDa heat shock protein B
fig|562.135594.peg.1906,0,Escherichia coli,Resistant,16 kDa heat shock protein A
fig|562.135594.peg.1918,2,Escherichia coli,Resistant,DNA gyrase subunit B (EC 5.99.1.3)
fig|562.135594.peg.1929,3,Escherichia coli,Resistant,Multidrug efflux pump MdtL (of MFS type)
fig|562.135594.peg.1935,2,Escherichia coli,Resistant,hypothetical protein
fig|562.135594.peg.1936,2,Escherichia coli,Resistant,hypothetical protein
fig|562.135594.peg.1939,0,Escherichia coli,Resistant,Phosphate transport system regulatory protein PhoU
fig|562.135594.peg.1966,0,Escherichia coli,Resistant,3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)
fig|562.135594.peg.1972,0,Escherichia coli,Resistant,Lipid A export permease/ATP-binding protein MsbA
fig|562.135594.peg.2005,0,Escherichia coli,Resistant,Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)
fig|562.135594.peg.2016,2,Escherichia coli,Resistant,Putative dehydrogenase
fig|562.135594.peg.2017,1,Escherichia coli,Resistant,Outer membrane protein A precursor
fig|562.135594.peg.2061,1,Escherichia coli,Resistant,"Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2) @ Dipeptide chemoreceptor"
fig|562.135594.peg.2098,1,Escherichia coli,Resistant,"2,3-diketo-L-gulonate-binding periplasmic protein yiaO precursor"
fig|562.135594.peg.2137,0,Escherichia coli,Resistant,UDP-glucuronate:LPS(HepIII) glycosyltransferase WaaH
fig|562.135594.peg.2171,0,Escherichia coli,Resistant,UDP-glucose 4-epimerase (EC 5.1.3.2)
fig|562.135594.peg.2263,0,Escherichia coli,Resistant,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
fig|562.135594.peg.2286,2,Escherichia coli,Resistant,Transketolase (EC 2.2.1.1)
fig|562.135594.peg.2289,2,Escherichia coli,Resistant,Biosynthetic arginine decarboxylase (EC 4.1.1.19)
fig|562.135594.peg.233,3,Escherichia coli,Resistant,Spermidine export protein MdtJ
fig|562.135594.peg.234,3,Escherichia coli,Resistant,Spermidine export protein MdtI
fig|562.135594.peg.2348,0,Escherichia coli,Resistant,"Inactive (p)ppGpp 3'-pyrophosphohydrolase domain / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I"
fig|562.135594.peg.238,2,Escherichia coli,Resistant,hypothetical protein
fig|562.135594.peg.2385,0,Escherichia coli,Resistant,Exodeoxyribonuclease V alpha chain (EC 3.1.11.5)
fig|562.135594.peg.2411,2,Escherichia coli,Resistant,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)
fig|562.135594.peg.2471,0,Escherichia coli,Resistant,Uncharacterized HTH-type transcriptional regulator YfhH
fig|562.135594.peg.2472,2,Escherichia coli,Resistant,Uncharacterized ferredoxin-like protein YfhL
fig|562.135594.peg.2492,0,Escherichia coli,Resistant,Thioredoxin 2
fig|562.135594.peg.250,2,Escherichia coli,Resistant,Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)
fig|562.135594.peg.251,2,Escherichia coli,Resistant,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
fig|562.135594.peg.2533,0,Escherichia coli,Resistant,Multiple antibiotic resistance protein MarA
fig|562.135594.peg.2534,0,Escherichia coli,Resistant,Multiple antibiotic resistance protein MarR
fig|562.135594.peg.2537,2,Escherichia coli,Resistant,Uncharacterized protein YneK
fig|562.135594.peg.2544,2,Escherichia coli,Resistant,UPF0187 protein YneE
fig|562.135594.peg.2546,0,Escherichia coli,Resistant,"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase (EC 5.3.1.32)"
fig|562.135594.peg.2547,2,Escherichia coli,Resistant,"3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase (EC 2.3.1.245)"
fig|562.135594.peg.2569,1,Escherichia coli,Resistant,Outer membrane usher protein FimD
fig|562.135594.peg.2571,1,Escherichia coli,Resistant,Type 1 fimbrae adaptor subunit FimG
fig|562.135594.peg.2573,2,Escherichia coli,Resistant,Putative formate dehydrogenase oxidoreductase protein
fig|562.135594.peg.2578,2,Escherichia coli,Resistant,ABC transporter ATP-binding protein YddA
fig|562.135594.peg.2583,2,Escherichia coli,Resistant,Translation elongation factor Tu
fig|562.135594.peg.2591,1,Escherichia coli,Resistant,FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8)
fig|562.135594.peg.2593,0,Escherichia coli,Resistant,FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
fig|562.135594.peg.26,0,Escherichia coli,Resistant,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)
fig|562.135594.peg.2602,0,Escherichia coli,Resistant,Cyclic AMP receptor protein
fig|562.135594.peg.2626,0,Escherichia coli,Resistant,Methyl-directed repair DNA adenine methylase (EC 2.1.1.72)
fig|562.135594.peg.2647,0,Escherichia coli,Resistant,Osmolarity sensory histidine kinase EnvZ
fig|562.135594.peg.2648,0,Escherichia coli,Resistant,Two-component system response regulator OmpR
fig|562.135594.peg.2678,2,Escherichia coli,Resistant,Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain
fig|562.135594.peg.2679,2,Escherichia coli,Resistant,"GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)"
fig|562.135594.peg.2686,2,Escherichia coli,Resistant,Polyphosphate kinase (EC 2.7.4.1)
fig|562.135594.peg.2718,1,Escherichia coli,Resistant,"Aminoglycosides efflux system AcrAD-TolC, inner-membrane proton/drug antiporter AcrD (RND type)"
fig|562.135594.peg.275,1,Escherichia coli,Resistant,Periplasmic chaperone and peptidyl-prolyl cis-trans isomerase of outer membrane proteins SurA (EC 5.2.1.8)
fig|562.135594.peg.2784,2,Escherichia coli,Resistant,Curli production assembly/transport component CsgG
fig|562.135594.peg.2785,2,Escherichia coli,Resistant,Curli production assembly/transport component CsgF
fig|562.135594.peg.2786,2,Escherichia coli,Resistant,Curli production assembly/transport component CsgE
fig|562.135594.peg.2787,0,Escherichia coli,Resistant,Transcriptional regulator CsgD for 2nd curli operon
fig|562.135594.peg.2790,2,Escherichia coli,Resistant,"Minor curlin subunit CsgB, nucleation component of curlin monomers"
fig|562.135594.peg.2791,2,Escherichia coli,Resistant,Major curlin subunit precursor CsgA
fig|562.135594.peg.2792,2,Escherichia coli,Resistant,Putative curli production protein CsgC
fig|562.135594.peg.2803,3,Escherichia coli,Resistant,Multidrug resistance protein MdtG
fig|562.135594.peg.2810,0,Escherichia coli,Resistant,"N-methyl-L-tryptophan oxidase, SolA"
fig|562.135594.peg.2816,3,Escherichia coli,Resistant,Multidrug resistance protein MdtH
fig|562.135594.peg.2825,1,Escherichia coli,Resistant,Flagellar basal-body rod protein FlgC
fig|562.135594.peg.2829,1,Escherichia coli,Resistant,Flagellar basal-body rod protein FlgG
fig|562.135594.peg.2830,1,Escherichia coli,Resistant,Flagellar L-ring protein FlgH
fig|562.135594.peg.2863,0,Escherichia coli,Resistant,Gluconokinase (EC 2.7.1.12)
fig|562.135594.peg.2882,0,Escherichia coli,Resistant,"RidA/YER057c/UK114 superfamily, group 7, YjgH-like protein"
fig|562.135594.peg.299,0,Escherichia coli,Resistant,LysR family transcriptional activator LeuO
fig|562.135594.peg.3044,2,Escherichia coli,Resistant,X polypeptide
fig|562.135594.peg.3078,2,Escherichia coli,Resistant,IncF plasmid conjugative transfer surface exclusion protein TraT
fig|562.135594.peg.308,1,Escherichia coli,Resistant,Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)
fig|562.135594.peg.3131,2,Escherichia coli,Resistant,Putative glycoporin
fig|562.135594.peg.3144,0,Escherichia coli,Resistant,Copper sensory histidine kinase CpxA
fig|562.135594.peg.3145,0,Escherichia coli,Resistant,Copper-sensing two-component system response regulator CpxR
fig|562.135594.peg.3177,0,Escherichia coli,Resistant,Transcriptional activator RfaH
fig|562.135594.peg.3215,2,Escherichia coli,Resistant,Adenylate cyclase (EC 4.6.1.1)
fig|562.135594.peg.3220,1,Escherichia coli,Resistant,Arylsulfatase (EC 3.1.6.1)
fig|562.135594.peg.3227,0,Escherichia coli,Resistant,"dTDP-4-amino-4,6-dideoxygalactose transaminase (EC 2.6.1.59)"
fig|562.135594.peg.3232,3,Escherichia coli,Resistant,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33)
fig|562.135594.peg.3233,2,Escherichia coli,Resistant,Uncharacterized outer membrane protein YpjA
fig|562.135594.peg.3246,3,Escherichia coli,Resistant,"Periplasmic thiol:disulfide oxidoreductase DsbB, required for DsbA reoxidation"
fig|562.135594.peg.330,2,Escherichia coli,Resistant,Type IV pilin PilA
fig|562.135594.peg.3307,0,Escherichia coli,Resistant,Uncharacterized protease YegQ
fig|562.135594.peg.3309,0,Escherichia coli,Resistant,Response regulator BaeR
fig|562.135594.peg.3310,0,Escherichia coli,Resistant,Sensory histidine kinase BaeS
fig|562.135594.peg.3311,3,Escherichia coli,Resistant,Uncharacterized transporter MdtD of major facilitator superfamily (MFS)
fig|562.135594.peg.3312,1,Escherichia coli,Resistant,"Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtC (RND type)"
fig|562.135594.peg.3313,1,Escherichia coli,Resistant,"Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB (RND type)"
fig|562.135594.peg.3314,1,Escherichia coli,Resistant,"Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA"
fig|562.135594.peg.3334,0,Escherichia coli,Resistant,Colanic acid biosynthesis glycosyl transferase WcaE
fig|562.135594.peg.3336,0,Escherichia coli,Resistant,"GDP-mannose 4,6-dehydratase (EC 4.2.1.47)"
fig|562.135594.peg.3341,0,Escherichia coli,Resistant,Phosphomannomutase (EC 5.4.2.8) => Colanic acid
fig|562.135594.peg.3348,0,Escherichia coli,Resistant,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
fig|562.135594.peg.3349,0,Escherichia coli,Resistant,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)"
fig|562.135594.peg.3350,0,Escherichia coli,Resistant,dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)
fig|562.135594.peg.3351,0,Escherichia coli,Resistant,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)
fig|562.135594.peg.3368,0,Escherichia coli,Resistant,"Transcriptional regulator of acrAB operon, AcrR"
fig|562.135594.peg.3369,1,Escherichia coli,Resistant,"Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA"
fig|562.135594.peg.3370,1,Escherichia coli,Resistant,"Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)"
fig|562.135594.peg.3371,2,Escherichia coli,Resistant,Hha toxicity modulator TomB
fig|562.135594.peg.3390,0,Escherichia coli,Resistant,ATP-dependent protease La (EC 3.4.21.53) Type I
fig|562.135594.peg.3392,0,Escherichia coli,Resistant,ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)
fig|562.135594.peg.3400,2,Escherichia coli,Resistant,Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)
fig|562.135594.peg.3413,2,Escherichia coli,Resistant,Pentapeptide repeat family protein
fig|562.135594.peg.3437,3,Escherichia coli,Resistant,Cobalamin synthase (EC 2.7.8.26)
fig|562.135594.peg.3442,3,Escherichia coli,Resistant,Uncharacterized transporter YeeO
